74.13, green, white
32.97, red, white
81.34, green, white
32.51, red, black
29.62, red, white
44.12, red, white
64.7, green, white
18.81, red, white
42.16, red, black
60.35, green, white
66.25, green, white
35.65, red, black
22.3, red, white
37.81, red, white
73.47, green, black
10.05, red, white
57.0, green, white
63.22, green, black
30.25, red, white
28.11, red, black
23.24, red, white
15.39, red, white
85.18, green, white
18.55, red, black
32.21, red, white
67.93, green, black
27.75, red, white
28.73, red, black
67.72, green, black
43.45, red, white
20.03, red, black
25.0, red, white
63.69, green, black
34.86, red, white
27.54, red, black
71.33, green, black
75.23, green, black
78.05, green, black
13.66, red, black
30.36, red, white
42.35, red, white
70.66, green, white
68.51, green, white
29.88, red, white
27.92, red, black
68.24, green, white
36.86, red, white
34.65, red, white
28.51, red, black
18.53, red, black
17.62, red, white
38.32, red, white
86.51, green, black
56.1, green, white
14.79, red, black
61.58, green, black
59.24, green, black
64.25, green, white
30.9, red, white
18.01, red, black
24.27, red, white
19.16, red, white
38.11, red, black
67.48, green, black
81.75, green, black
69.8, green, white
89.91, green, black
64.5, green, black
74.94, green, white
29.7, red, black
36.9, red, black
62.71, green, black
56.12, green, black
21.13, red, black
25.5, red, black
70.3, green, black
71.15, green, black
26.52, red, white
74.56, green, black
3.92, red, black
83.3, green, black
75.95, green, black
66.87, green, black
74.2, green, white
31.72, red, black
38.03, red, white
27.78, red, white
83.36, green, black
15.54, red, white
68.48, green, white
38.2, red, white
25.96, red, white
73.07, green, white
53.57, green, white
29.53, red, black
74.69, green, white
76.62, green, black
74.02, green, white
91.77, green, black
30.31, red, black
22.29, red, white
26.77, red, black
15.51, red, white
18.68, red, black
63.46, green, black
81.27, green, black
57.77, green, black
64.34, green, white
81.13, green, black
31.89, red, white
61.68, green, white
24.35, red, black
75.09, green, black
38.67, red, white
46.28, green, white
70.12, green, black
32.23, red, white
43.47, red, white
60.7, green, black
24.82, red, black
78.37, green, white
33.34, red, black
18.69, red, white
32.3, red, white
32.93, red, white
30.02, red, white
79.98, green, white
19.35, red, white
30.49, red, black
29.57, red, white
78.15, green, white
85.67, green, white
74.81, green, black
25.88, red, black
67.07, green, white
17.1, red, black
59.3, red, black
83.63, green, white
37.87, red, black
48.23, red, black
68.28, green, white
65.64, green, white
61.64, green, white
42.35, red, white
57.03, green, black
79.26, green, white
49.47, green, black
61.21, green, white
69.94, green, black
80.02, green, black
66.83, green, white
71.3, green, white
61.67, green, black
31.0, red, black
17.81, red, white
32.94, red, white
64.02, green, white
46.49, red, white
71.16, green, black
95.17, green, black
71.44, green, black
35.16, red, white
38.06, red, black
69.54, green, black
61.16, green, black
81.58, green, black
28.66, red, white
42.31, red, black
32.64, red, white
81.46, green, white
65.55, green, white
68.39, green, black
73.15, green, white
38.53, red, black
71.54, green, white
30.94, red, white
17.46, red, white
58.83, green, white
68.13, green, black
65.37, green, white
65.38, green, white
77.7, green, black
22.36, red, black
73.32, green, white
72.01, green, black
14.62, red, white
50.08, red, white
63.52, green, white
89.01, green, black
67.34, green, white
70.11, green, black
64.67, green, black
8.9, red, black
48.72, green, black
72.08, green, black
34.45, red, black
36.53, red, white
71.46, green, black
29.97, red, black
96.58, green, white
41.77, red, white
63.42, green, black
74.78, green, white
72.91, green, black
26.94, red, black
17.76, red, white
65.5, green, white
70.97, green, white
76.2, green, black
18.95, red, white
69.88, green, black
59.32, green, white
40.3, red, white
40.27, red, white
30.18, red, white
44.2, red, white
74.51, green, white
10.86, red, white
72.59, green, black
31.41, red, black
60.76, green, black
28.99, red, white
31.22, red, white
34.88, red, black
74.26, green, black
39.29, red, white
81.3, green, black
33.19, red, white
38.7, red, white
30.78, red, black
75.94, green, black
22.56, red, black
20.08, red, white
37.57, red, white
25.29, red, white
25.27, red, white
12.13, red, white
62.68, green, black
28.28, red, white
65.04, green, black
59.97, green, white
66.11, green, white
81.06, green, black
72.79, green, white
19.39, red, black
47.2, red, white
34.32, red, black
61.77, green, white
71.53, green, black
55.53, green, white
33.77, red, black
28.08, red, white
35.49, red, white
25.72, red, white
42.22, red, white
76.25, green, white
82.83, green, black
27.5, red, black
26.34, red, white
75.89, green, black
53.26, green, black
37.26, red, black
29.78, red, black
72.48, green, white
51.63, red, white
66.74, green, white
79.44, green, white
7.97, red, black
44.04, red, white
80.01, green, white
69.94, green, white
30.22, red, white
56.12, green, black
65.31, green, white
44.77, red, white
58.45, green, white
68.75, green, black
19.13, red, white
72.1, green, white
63.91, green, black
43.81, red, black
31.33, red, black
14.26, red, white
79.88, green, white
28.11, red, white
44.29, red, black
61.14, green, white
30.86, red, white
27.34, red, white
54.98, green, white
28.96, red, black
52.0, red, white
32.11, red, white
41.16, red, white
25.22, red, white
24.22, red, black
83.85, green, white
71.47, green, white
67.63, green, black
30.03, red, black
30.93, red, black
61.46, green, white
41.59, red, white
66.19, green, white
33.36, red, black
88.21, green, black
34.49, red, black
41.73, red, black
77.0, green, white
43.23, red, black
29.89, red, black
38.22, red, black
30.66, red, black
72.18, green, black
77.23, green, black
71.73, green, black
28.45, red, white
85.82, green, white
58.81, green, white
89.73, green, black
56.67, green, black
67.41, green, white
79.53, green, white
76.0, green, white
87.07, green, white
60.94, green, black
71.66, green, black
62.43, green, black
11.25, red, black
76.32, green, white
58.57, green, white
43.52, red, black
74.8, green, white
44.79, green, white
16.79, red, black
76.02, green, white
61.26, green, white
46.07, red, white
22.62, red, white
63.8, green, white
43.61, red, black
27.5, red, white
33.26, red, black
70.58, green, white
23.74, red, white
21.74, red, black
81.09, green, white
40.97, red, black
52.08, red, white
65.16, green, black
80.06, green, black
64.81, green, white
78.12, green, black
55.54, green, white
50.72, green, white
78.33, green, white
23.96, red, white
28.53, red, black
30.73, red, white
77.91, green, black
12.64, red, black
48.81, green, white
37.0, green, black
43.16, red, white
73.01, green, white
15.78, red, white
32.2, red, black
18.2, red, white
39.85, red, white
26.16, red, black
32.72, red, black
20.02, red, black
65.47, green, white
72.39, green, black
42.69, red, white
78.24, green, black
28.53, red, black
28.95, red, black
60.83, green, black
28.24, red, white
66.29, green, white
26.06, red, white
101.13, green, white
42.08, red, black
71.66, green, black
64.23, green, black
70.56, green, black
22.62, red, black
23.16, red, white
61.09, green, white
30.41, red, black
33.27, red, black
27.7, red, white
76.06, green, white
28.52, red, white
20.71, red, white
72.48, green, white
69.13, green, white
82.29, green, black
71.71, green, white
93.14, green, black
53.41, green, white
63.84, green, black
27.21, red, white
25.67, red, black
68.96, green, white
65.16, green, white
39.6, red, white
12.35, red, white
78.13, green, black
77.66, green, white
18.39, red, black
65.72, green, black
64.39, green, white
48.87, red, black
41.9, red, white
38.8, red, black
18.38, red, white
82.47, green, white
79.13, green, black
76.81, green, black
35.31, red, white
51.5, red, black
74.64, green, black
73.18, green, black
60.76, red, white
52.06, red, black
46.16, red, black
74.4, green, black
75.55, green, black
59.51, green, white
19.85, red, black
78.39, green, white
28.0, red, white
77.05, green, white
63.47, green, black
54.71, green, white
60.55, green, black
40.56, red, black
73.07, green, black
27.96, red, black
25.08, red, black
35.05, red, white
82.01, green, black
67.38, green, white
51.59, red, white
77.84, green, black
65.37, green, black
31.48, red, white
29.58, red, white
67.86, green, black
11.31, red, black
74.4, green, white
50.74, red, black
70.73, green, white
74.93, green, black
12.55, red, white
33.3, red, white
71.19, green, white
41.81, red, white
71.65, green, black
25.96, red, white
59.41, green, black
79.81, green, white
68.31, green, black
80.42, green, white
37.78, red, black
67.36, green, white
78.27, green, white
80.78, green, white
74.71, green, black
0.75, red, white
69.36, green, white
75.87, green, black
33.65, red, white
40.77, red, black
18.0, red, white
25.96, red, white
22.88, red, black
66.65, green, white
45.11, red, white
36.64, red, black
98.01, green, black
51.6, green, white
62.4, green, black
21.43, red, black
68.26, green, black
77.16, green, white
78.0, green, black
21.08, red, white
15.28, red, black
86.55, green, white
36.91, red, white
89.39, green, white
22.29, red, black
23.52, red, white
24.91, red, black
73.19, green, white
26.59, red, white
30.05, red, white
32.53, red, black
26.31, red, white
77.34, green, white
17.92, red, white
80.05, green, black
79.23, green, white
58.83, green, white
25.39, red, white
72.37, green, black
91.02, green, white
21.04, red, white
11.25, red, white
67.52, green, black
69.35, green, white
41.33, red, white
22.16, red, white
67.93, green, black
71.05, green, black
81.62, green, white
39.18, red, black
30.89, red, black
31.83, red, white
71.16, green, white
36.49, red, black
42.79, red, black
71.28, green, white
24.92, red, black
28.7, red, black
34.17, red, white
34.27, red, black
78.37, green, black
28.0, red, black
74.39, green, white
64.45, green, white
43.17, red, black
22.29, red, white
58.44, green, white
40.94, red, white
20.68, red, white
7.12, red, white
7.75, red, white
21.12, red, white
80.28, green, white
68.53, green, black
77.05, green, white
41.75, red, black
84.38, green, black
65.05, green, white
23.73, red, white
42.88, red, black
67.56, green, black
73.11, green, black
68.37, green, white
83.05, green, white
32.95, red, black
34.37, red, white
53.38, green, black
68.95, green, black
17.81, red, white
70.7, green, black
66.68, green, white
59.24, green, black
41.04, red, black
76.15, green, white
39.51, red, white
28.37, red, black
32.12, red, black
70.09, green, white
34.35, red, white
73.47, green, black
30.69, red, white
53.29, green, white
71.27, green, white
53.93, green, black
35.85, red, white
73.86, green, black
89.14, green, black
27.26, red, white
30.6, red, black
78.01, green, black
53.87, green, black
59.65, green, white
19.38, red, black
80.19, green, black
59.11, green, white
69.32, green, black
82.43, green, white
65.31, green, black
83.52, green, white
43.71, red, white
20.96, red, white
71.71, green, black
44.66, red, black
21.16, red, white
78.86, green, white
26.03, red, white
52.1, green, black
52.13, red, white
68.94, green, white
31.16, red, black
68.2, green, white
70.91, green, white
76.63, green, black
37.45, red, white
75.02, green, white
33.95, red, white
37.22, red, white
18.59, red, white
12.41, red, black
89.14, green, black
79.68, green, black
33.89, red, black
21.65, red, black
79.12, green, white
78.93, green, white
75.76, green, white
52.26, green, black
74.13, green, black
75.63, green, black
53.7, green, black
20.2, red, white
48.87, red, black
31.99, red, black
56.05, green, black
92.32, green, white
18.41, red, white
51.7, green, black
64.46, green, white
72.84, green, black
26.39, red, black
28.28, red, white
38.57, red, black
